Date,Open,Close,Volume
4/9/21,188.169998,187.889999,6089300
4/12/21,187.75,186.490005,6662500
4/13/21,185.589996,185.490005,6826500
4/14/21,185.970001,187.460007,9089900
4/15/21,188.089996,185.929993,7262500
4/16/21,187.570007,187.259995,9453500
4/19/21,187.509995,187.429993,7625800
4/20/21,187.289993,182.789993,10765800
4/21/21,181.289993,183.110001,8400200
4/22/21,184.220001,182.759995,7378300
4/23/21,182.350006,183.020004,6075500
4/26/21,183.960007,184.270004,6178300
4/27/21,184.990005,184.639999,4870000
4/28/21,184.789993,183.389999,5199300
4/29/21,184.800003,185.330002,5958300
4/30/21,184.289993,186.020004,7866300
5/3/21,187.690002,185.509995,7542800
5/4/21,184.869995,184.25,7069300
5/5/21,185.009995,181.509995,5901700
5/6/21,182.779999,181.789993,6944900
5/7/21,182,184.839996,6888400
5/10/21,185.699997,184.300003,8260300
5/11/21,181.800003,181.669998,10865600
5/12/21,180.699997,177.850006,8988100
5/13/21,178.369995,178.339996,12332200
5/14/21,172.929993,173.699997,33149400
5/17/21,172.699997,170.080002,17771600
5/18/21,170.259995,169.679993,10401000
5/19/21,167.710007,169.270004,9251000
5/20/21,169.210007,171.360001,7400700
5/21/21,172.220001,172.399994,8105700
5/24/21,172.449997,174.309998,7346700
5/25/21,175.600006,176.169998,8089700
5/26/21,176.619995,176.470001,8086200
5/27/21,177.199997,179.039993,13567800
5/28/21,179.509995,178.649994,7124800
6/1/21,180.179993,178.839996,7475600
6/2/21,179.039993,177,7851700
6/3/21,176.270004,176.240005,5583900
6/4/21,175.929993,177.179993,6343400
6/7/21,177.970001,176.990005,5178100
6/8/21,175.970001,176.330002,5356200
6/9/21,176.309998,176.039993,5082400
6/10/21,176.440002,176.570007,5253000
6/11/21,177.449997,177.380005,5476300
6/14/21,177.649994,178.179993,10170000
6/15/21,178.179993,175.860001,7895000
6/16/21,176.009995,174.660004,8336000
6/17/21,174.589996,174.649994,8906000
6/18/21,173.139999,172.419998,12357500
6/21/21,172.130005,173.970001,9196900
6/22/21,174.369995,173.5,8097100
6/23/21,173.619995,175.330002,9174200
6/24/21,176.130005,177.929993,7549400
6/25/21,178.830002,178.350006,7431800
6/28/21,178.5,176.570007,9881400
6/29/21,176.639999,173.929993,13498300
6/30/21,173.889999,175.770004,7481900
7/1/21,175.350006,177.259995,5887100
7/2/21,177.860001,177.110001,11099300
7/6/21,176.759995,173.690002,11557900
7/7/21,172.860001,172.820007,6757300
7/8/21,170.179993,172.800003,6960100
7/9/21,174.699997,177.039993,7873300
7/12/21,177.710007,184.380005,21835500
7/13/21,184.089996,183.649994,12534600
7/14/21,185.199997,183.419998,8787300
7/15/21,183.449997,184.149994,7867000
7/16/21,184.940002,179.309998,8348800
7/19/21,175.710007,172.949997,14651800
7/20/21,173.699997,176.75,8372400
7/21/21,176.5,176.889999,6302200
7/22/21,176.699997,175.130005,5713700
7/23/21,175.660004,176.139999,5126300
7/26/21,175.619995,178.740005,5641000
7/27/21,178.25,179.5,6684100
7/28/21,179.690002,179.100006,5926900
7/29/21,179.809998,178.350006,6209100
7/30/21,177.529999,176.020004,6813400
8/2/21,177.220001,175.550003,5847200
8/3/21,176.020004,172.990005,9931300
8/4/21,172.5,172.580002,5665800
8/5/21,172.490005,176.710007,8864200
8/6/21,177.429993,177.130005,5505200
8/9/21,177,176.720001,5339000
8/10/21,176.25,177.070007,5185000
8/11/21,177.360001,178.089996,5359900
8/12/21,178.089996,179.289993,11081300
8/13/21,186.289993,181.080002,32504600
8/16/21,180.509995,179.089996,8746700
8/17/21,177.149994,175.830002,8534500
8/18/21,175.899994,174.740005,7063500
8/19/21,174,173.25,8478600
8/20/21,173,175.119995,6239600
8/23/21,177.080002,177.660004,7395900
8/24/21,177.919998,178.470001,5886900
8/25/21,178.160004,178.309998,4842100
8/26/21,178.339996,176.559998,4563000
8/27/21,176.279999,180.139999,8697000
8/30/21,180.5,179.979996,6421300
8/31/21,179.25,181.300003,8620000
9/1/21,181.960007,183.479996,7302800
9/2/21,184.160004,181.860001,6492600
9/3/21,181.820007,181,6847400
9/7/21,181.020004,184.339996,10702900
9/8/21,184.339996,185.149994,8634000
9/9/21,185.149994,185.910004,7190700
9/10/21,186.360001,184.119995,5572200
9/13/21,185.119995,184.979996,6818200
9/14/21,184.960007,182.399994,6185900
9/15/21,182.059998,184.410004,5933400
9/16/21,183.970001,183.339996,5678200
9/17/21,182.910004,183.470001,10035100
9/20/21,179.740005,178.610001,8056600
9/21/21,180.320007,171.169998,23216000
9/22/21,172.940002,173.649994,14214500
9/23/21,174.940002,176.25,8052900
9/24/21,175.300003,176,5712800
9/27/21,176.630005,178.259995,7755000
9/28/21,177.75,174.520004,9133100
9/29/21,174.25,172.679993,6240800
9/30/21,173.100006,169.169998,13978000
10/1/21,172.279999,176.009995,12165000
10/4/21,175.559998,173.460007,7200600
10/5/21,173.830002,174.610001,6798200
10/6/21,173,175.479996,6005200
10/7/21,177.699997,177.710007,7780000
10/8/21,177.929993,176.740005,4132200
10/11/21,176.020004,173.520004,8046300
10/12/21,173.619995,173.130005,5188400
10/13/21,173.630005,172.960007,8914700
10/14/21,174.070007,174.410004,7450200
10/15/21,175.690002,176.460007,13943900
10/18/21,172.360001,171.139999,20494800
10/19/21,171.440002,171.179993,9669500
10/20/21,170.970001,170.550003,9737600
10/21/21,170.199997,171.339996,7509000
10/22/21,170.570007,169.419998,7854300
10/25/21,169.899994,172.009995,9798700
10/26/21,172.949997,172.039993,5850200
10/27/21,171.770004,169.550003,7054700
10/28/21,169.479996,169.679993,7884500
10/29/21,169.020004,169.070007,7598800
11/1/21,169.210007,170.190002,8182900
11/2/21,170.029999,169.830002,6777200
11/3/21,169.699997,170.080002,6829300
11/4/21,170.029999,170.279999,7505500
11/5/21,173.5,175.630005,16859200
11/8/21,178.690002,176.869995,10584600
11/9/21,176.949997,175.110001,7293300
11/10/21,174.690002,174.449997,11045800
11/11/21,162.889999,162.110001,62366500
11/12/21,163.520004,159.630005,25638400
11/15/21,160.089996,158.429993,21285300
11/16/21,159.059998,158.830002,15516200
11/17/21,158.729996,157.330002,14695500
11/18/21,157.089996,155.580002,14487700
11/19/21,155.020004,154,16776500
11/22/21,153.229996,154.160004,12790400
11/23/21,153.839996,151.029999,17382900
11/24/21,150.690002,151.339996,14123700
11/26/21,146.800003,148.110001,12027700
11/29/21,148.809998,147.809998,21231300
11/30/21,146.720001,144.899994,26011100
12/1/21,146.699997,142.149994,16469000
12/2/21,142.839996,147.199997,18177700
12/3/21,147.809998,146.220001,14975600
12/6/21,147.279999,150.369995,14333900
12/7/21,151.839996,150.809998,14661100
12/8/21,150.910004,153.339996,12886300
12/9/21,152.270004,152.940002,11862300
12/10/21,153.580002,152.710007,10247900
12/13/21,152.119995,150.429993,10195800
12/14/21,149.259995,149.100006,10872000
12/15/21,148.759995,150.399994,12231500
12/16/21,151.350006,148.75,11145600
12/17/21,148.509995,148.759995,13785000
12/20/21,146.979996,146.470001,11201900
12/21/21,147.559998,151.050003,10781400
12/22/21,150.419998,151.880005,7820400
12/23/21,152.320007,153.630005,6572400
12/27/21,152.880005,152.800003,7762000
12/28/21,152.619995,155.199997,12198700
12/29/21,154.559998,154.869995,8737000
12/30/21,155.710007,155.929993,7228400
12/31/21,155.869995,154.889999,6410200
1/3/22,155.830002,156.759995,10222800
1/4/22,158.589996,155.729996,16582000
1/5/22,156.520004,155.190002,12272100
1/6/22,156.240005,156.899994,11095300
1/7/22,156.899994,157.830002,9554600
1/10/22,157.979996,156.600006,8672900
1/11/22,156.619995,157.889999,8042600
1/12/22,158.5,157.800003,6995600
1/13/22,157.699997,155.440002,9680600
1/14/22,152.350006,151.940002,16832000
1/18/22,151.110001,152.270004,10419500
1/19/22,150.839996,150.110001,10413200
1/20/22,150.910004,147.619995,11760400
1/21/22,141.229996,137.380005,34491800
1/24/22,134.820007,137.460007,31419500
1/25/22,135.289993,136.509995,14694400
1/26/22,137.710007,133.600006,14569900
1/27/22,135.070007,135.419998,11913900
1/28/22,135.210007,138.630005,10011700
1/31/22,138.860001,142.970001,10185500
2/1/22,143.020004,144.490005,8573300
2/2/22,144.190002,142.619995,9529900
2/3/22,140,140.029999,9820600
2/4/22,140.039993,142.020004,8061100
2/7/22,143.389999,142.509995,10937500
2/8/22,141.789993,142.479996,9231700
2/9/22,144.369995,147.229996,22877400
2/10/22,156.020004,152.160004,42500300
2/11/22,153.539993,149.470001,17975200
2/14/22,149.369995,150.850006,14694700
2/15/22,153.539993,154.720001,12726000
2/16/22,154.979996,156.350006,10656400
2/17/22,154.690002,152.949997,8110300
2/18/22,152.910004,151.360001,10785500
2/22/22,150.190002,148.089996,12227200
2/23/22,149.5,145.869995,9300700
2/24/22,140,149.399994,12475500
2/25/22,149.559998,149.529999,10149500
2/28/22,147.830002,148.460007,10834700
3/1/22,147.860001,145.699997,8944000
3/2/22,146.309998,147.339996,7851000
3/3/22,147.309998,145.570007,8048400
3/4/22,144.009995,140.720001,12913000
3/7/22,140.279999,133.5,14549700
3/8/22,133.020004,131.75,16552000
3/9/22,135.490005,133.649994,14673100
3/10/22,132.360001,133.639999,8447200
3/11/22,135.080002,131.75,7058400
3/14/22,130.979996,129.029999,9971500
3/15/22,129.740005,134.199997,9834800
3/16/22,135.649994,138.139999,10638700
3/17/22,137.440002,139.470001,6816000
3/18/22,139.550003,140.300003,11308800
3/21/22,138.899994,138.619995,9090300
3/22/22,139.059998,140.110001,8511600
3/23/22,139.070007,137.639999,8761300
3/24/22,138.580002,138.960007,5858800
3/25/22,139.279999,139.139999,5949400
3/28/22,138.880005,138.720001,8456100
3/29/22,140.960007,142.380005,11280700
3/30/22,141.309998,140.960007,7922400
3/31/22,140.139999,137.160004,12306500
4/1/22,137.339996,137,10341000
4/4/22,136.970001,138.580002,8174600
4/5/22,137.740005,135.619995,8694100
4/6/22,133.75,132.570007,11679700
4/7/22,133.009995,131.869995,9858700
4/8/22,132,131.869995,6702000
4/11/22,130.039993,130.649994,9915300
4/12/22,131.809998,130.839996,7885600
4/13/22,131.050003,132.350006,7694500
4/14/22,132.809998,130.470001,7283500
4/18/22,130.070007,127.769997,10571000
4/19/22,128.089996,131.899994,12767200
4/20/22,126.050003,124.57,36465700
4/21/22,125.540001,121.660004,18688600
4/22/22,120.010002,118.269997,19472800
4/25/22,117.660004,119.949997,16491000
4/26/22,119.150002,115.769997,16116000
4/27/22,115.43,115.209999,15553000
4/28/22,115.220001,115.290001,23192100
4/29/22,115.199997,111.629997,16907000
5/2/22,111.709999,113.5,14300700
5/3/22,114.050003,113.550003,11149500
5/4/22,113.370003,116.190002,11488300
5/5/22,114.739998,112.610001,12720200
5/6/22,111.769997,110.290001,12525200
5/9/22,108.110001,106.980003,17941600
5/10/22,109.839996,107.68,15657700
5/11/22,107.900002,105.209999,26933300
5/12/22,102.900002,104.309998,36298800
5/13/22,105.360001,107.330002,16782600
5/16/22,107.459999,105.18,11993600
5/17/22,107.730003,108.639999,11847600
5/18/22,107.379997,104.300003,11794000
5/19/22,103.43,103.139999,11285000
5/20/22,104.489998,102.419998,15650400
5/23/22,103.760002,105.830002,14402400
5/24/22,103.709999,101.589996,13970200
5/25/22,101.43,103.260002,11026600
5/26/22,104.220001,105.610001,11297800
5/27/22,106.889999,109.32,13671300
5/31/22,110,110.440002,20274600
6/1/22,112.010002,109.190002,11829700
6/2/22,109.43,110.870003,8829900
6/3/22,109.169998,108.669998,6767600
6/6/22,109.75,107.830002,7575900
6/7/22,106.790001,107.790001,7279100
6/8/22,107.43,107.339996,7019500
6/9/22,106.529999,103.300003,8261200
6/10/22,101.43,99.400002,15369700
6/13/22,97.610001,95.709999,15239700
6/14/22,96.269997,94.220001,12443700
6/15/22,94.610001,95.879997,11751600
6/16/22,94.010002,94.279999,15298500
6/17/22,94.010002,94.339996,15403800
6/21/22,94.900002,93.290001,16649800
6/22/22,92.169998,93.5,11403500
6/23/22,93.959999,94.300003,11348800
6/24/22,95.449997,97.779999,11681200
6/27/22,98.220001,96.610001,10793700
6/28/22,99.739998,95.919998,16812400
6/29/22,95.949997,95.650002,8653200
6/30/22,94.419998,94.400002,10983500
7/1/22,94.239998,96.139999,10543400
7/5/22,94.260002,97.18,10660600
7/6/22,97.529999,96.080002,8640200
7/7/22,96.900002,97.43,7813100
7/8/22,96.57,95.860001,7717300
7/11/22,95,93.639999,7643700
7/12/22,93.580002,93.599998,8665300
7/13/22,92.120003,92.940002,12006400
7/14/22,91.480003,91.839996,11146400
7/15/22,92.910004,95.199997,14946700
7/18/22,96.360001,95.699997,10430400
7/19/22,96.68,99.610001,13683400
7/20/22,100.25,103.349998,15112700
7/21/22,102.709999,104.18,8611300
7/22/22,103.279999,102.720001,7803500
7/25/22,102.779999,102.690002,6726700
7/26/22,102.139999,99.779999,6346600
7/27/22,100.970001,103.5,9684800
7/28/22,103.25,104.900002,7970300
7/29/22,105.139999,106.099998,10320000
8/1/22,104.870003,106.220001,7769700
8/2/22,105.739998,104.709999,9093000
8/3/22,105.730003,109.019997,11243000
8/4/22,108.919998,108.120003,7322400
8/5/22,106.809998,106.629997,10100000
8/8/22,108.209999,109.110001,13025900
8/9/22,109.220001,108.129997,8776500
8/10/22,112.480003,112.43,26398700
8/11/22,122.209999,117.690002,50375000
8/12/22,119,121.57,21964800
8/15/22,121,124.260002,24628300
8/16/22,124.730003,124.959999,14607300
8/17/22,123.449997,122.809998,9140900
8/18/22,123.010002,122.669998,7343900
8/19/22,121.25,120.139999,8702500
8/22/22,117.699997,115.940002,11575800
8/23/22,115.980003,114.860001,7180700
8/24/22,114.669998,116.410004,7840500
8/25/22,117.019997,117.459999,6920900
8/26/22,117.470001,114.07,7807400
8/29/22,112.540001,113.529999,6882700
8/30/22,114.279999,112.43,8060000
